Service Request Number,Service Request Type,City Department,Created Date,Method Received,Status,Location,X_Value,Y_Value,Latitude,Longitude,Latitude/Longitude,ZIP Code,Council District,Police Precinct,Neighborhood
24-00097422,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/20/2024 11:10:52 AM,Find It Fix It Apps,Closed,"1202 S HENDERSON ST, SEATTLE, WA 98108",1273743.76952513,194401.820125513,47.52324994,-122.31745342,POINT (-122.31745342 47.52324994),98108,1,SOUTHWEST,SOUTH PARK
24-00097548,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/20/2024 01:36:02 PM,Find It Fix It Apps,Closed,"1511 HARVARD AVE, SEATTLE, WA 98122",1273177.533684,227688.825569258,47.61445896,-122.32235125,POINT (-122.32235125 47.61445896),98122,3,EAST,BROADWAY
24-00097697,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/20/2024 05:32:47 PM,Find It Fix It Apps,Closed,"222 20TH AVE E, SEATTLE, WA 98112",1277325.37444877,229737.936429971,47.62029431,-122.30569636,POINT (-122.30569636 47.62029431),98112,3,EAST,STEVENS
24-00097689,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/20/2024 05:05:35 PM,Find It Fix It Apps,Closed,"1144 STURGUS AVE S, SEATTLE, WA 98144",1275517.12446742,219457.406536949,47.59202047,-122.31222612,POINT (-122.31222612 47.59202047),98144,2,SOUTH,NORTH BEACON HILL
24-00098346,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/21/2024 07:44:48 PM,Find It Fix It Apps,Closed,"965 W NICKERSON ST, SEATTLE, WA 98119",1261743.86713286,242143.233762295,47.65346176,-122.36986839,POINT (-122.36986839 47.65346176),98119,7,WEST,NORTH QUEEN ANNE
24-00098347,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/21/2024 07:44:50 PM,Find It Fix It Apps,Closed,"1831 NAGLE PL, SEATTLE, WA 98122",1273719.93572711,229123.423545479,47.61841991,-122.32026493,POINT (-122.32026493 47.61841991),98122,3,EAST,BROADWAY
24-00098427,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 06:43:28 AM,Find It Fix It Apps,Closed,"1120 MERCER ST, SEATTLE, WA 98109",1270234.81041907,231471.631701349,47.62467079,-122.33457905,POINT (-122.33457905 47.62467079),98109,7,WEST,SOUTH LAKE UNION
24-00098422,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 06:37:26 AM,Find It Fix It Apps,Closed,"606 MAYNARD AVE S, SEATTLE, WA 98104",1272435.46088996,221467.14953195,47.5973661,-122.32487045,POINT (-122.32487045 47.5973661),98104,2,WEST,INTERNATIONAL DISTRICT
24-00098694,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 09:45:54 AM,Find It Fix It Apps,Closed,"732 17TH AVE E, SEATTLE, WA 98112",1276393.03250273,231908.184446095,47.62619396,-122.30964496,POINT (-122.30964496 47.62619396),98112,3,EAST,STEVENS
24-00098901,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 11:58:53 AM,Find It Fix It Apps,Closed,"1830 WESTLAKE AVE N, SEATTLE, WA 98109",1269005.16608385,235531.833636317,47.63573379,-122.33988682,POINT (-122.33988682 47.63573379),98109,7,WEST,WESTLAKE
24-00099260,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 03:44:38 PM,Find It Fix It Apps,Closed as Duplicate,"4339 1ST AVE S, SEATTLE, WA 98134",1269871.01351902,209656.544674092,47.56485687,-122.3343287,POINT (-122.3343287 47.56485687),98134,1,SOUTH,INDUSTRIAL DISTRICT
24-00099262,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 03:45:36 PM,Find It Fix It Apps,Closed,"6252 W MARGINAL WAY SW, SEATTLE, WA 98106",1267171.56075578,202820.176542779,47.54597378,-122.34471696,POINT (-122.34471696 47.54597378),98106,1,SOUTHWEST,INDUSTRIAL DISTRICT
24-00099377,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 05:28:26 PM,Find It Fix It Apps,Closed -Incomplete Information,"1915 QUEEN ANNE AVE N, SEATTLE, WA 98109",1264725.50231786,235901.819838565,47.63651691,-122.35727158,POINT (-122.35727158 47.63651691),98109,7,WEST,WEST QUEEN ANNE
24-00099418,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 06:20:47 PM,Find It Fix It Apps,Closed,"900 N 36TH ST, SEATTLE, WA 98103",1267303.58306335,241166.376324352,47.6510863,-122.34723671,POINT (-122.34723671 47.6510863),98103,4,NORTH,FREMONT
24-00099534,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/22/2024 09:58:26 PM,Find It Fix It Apps,Closed,"224 HARVARD AVE E, SEATTLE, WA 98102",1273341.37470733,229959.655191868,47.62069194,-122.32186517,POINT (-122.32186517 47.62069194),98102,3,EAST,BROADWAY
24-00099560,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 06:31:20 AM,Find It Fix It Apps,Closed,"523 MAYNARD AVE S, SEATTLE, WA 98104",1272315.24930418,221586.406671536,47.59768659,-122.32536696,POINT (-122.32536696 47.59768659),98104,2,WEST,INTERNATIONAL DISTRICT
24-00099595,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 07:28:47 AM,Find It Fix It Apps,Closed,"1623 E JEFFERSON ST, SEATTLE, WA 98122",1276046.00468289,224552.301093498,47.60601334,-122.31047946,POINT (-122.31047946 47.60601334),98122,3,EAST,MINOR
24-00099825,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 10:18:10 AM,Find It Fix It Apps,Closed,"11328 MERIDIAN AVE N, SEATTLE, WA 98133",1271056.27550625,263072.940790248,47.71133274,-122.33374684,POINT (-122.33374684 47.71133274),98133,5,NORTH,HALLER LAKE
24-00100090,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 01:26:30 PM,Find It Fix It Apps,Closed,"1000 NE 135TH ST, SEATTLE, WA 98125",1275392.04490211,269284.189350944,47.72858795,-122.31662475,POINT (-122.31662475 47.72858795),98125,5,NORTH,PINEHURST
24-00100188,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 02:29:01 PM,Find It Fix It Apps,Closed,"2715 E PIKE ST, SEATTLE, WA 98122",1279429.86446599,227380.747664964,47.61394333,-122.29698279,POINT (-122.29698279 47.61394333),98122,3,EAST,MANN
24-00100252,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 03:11:20 PM,Find It Fix It Apps,Closed,"909 NW 56TH ST, SEATTLE, WA 98107",1262047.52388433,247888.367583265,47.66922544,-122.36910174,POINT (-122.36910174 47.66922544),98107,6,NORTH,WEST WOODLAND
24-00100331,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 04:08:47 PM,Find It Fix It Apps,Closed,"3800 S BENEFIT ST, SEATTLE, WA 98118",1281844.1087476,193018.120880044,47.51988072,-122.2845693,POINT (-122.2845693 47.51988072),98118,2,SOUTH,SOUTH BEACON HILL
24-00100456,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/23/2024 05:48:30 PM,Find It Fix It Apps,Closed,"6508 PHINNEY AVE N, SEATTLE, WA 98103",1265804.7225899,250411.046374975,47.67634449,-122.35405788,POINT (-122.35405788 47.67634449),98103,6,NORTH,PHINNEY RIDGE
24-00100649,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/24/2024 07:20:45 AM,Find It Fix It Apps,Closed -Incomplete Information,"609 N 42ND ST, SEATTLE, WA 98103",1266511.09940039,243554.700096771,47.65758981,-122.35064242,POINT (-122.35064242 47.65758981),98103,6,NORTH,FREMONT
24-00100668,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/24/2024 07:55:59 AM,Find It Fix It Apps,Closed,"8347 14TH AVE NW, SEATTLE, WA 98117",1260876.60990601,255548.807420055,47.69015804,-122.3744757,POINT (-122.3744757 47.69015804),98117,6,NORTH,WHITTIER HEIGHTS
24-00100722,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/24/2024 08:27:11 AM,Find It Fix It Apps,Closed,"701 23RD AVE, SEATTLE, WA 98122",1277892.26381197,225300.94710374,47.60816228,-122.30305457,POINT (-122.30305457 47.60816228),98122,3,EAST,MINOR
24-00100856,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/24/2024 09:38:45 AM,Find It Fix It Apps,Closed,"2701 SW BARTON ST, SEATTLE, WA 98126",1261376.15305967,193811.753526006,47.52096774,-122.36745109,POINT (-122.36745109 47.52096774),98126,1,SOUTHWEST,ROXHILL
24-00101430,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/24/2024 03:25:25 PM,Find It Fix It Apps,Closed,"7367 47TH AVE SW, SEATTLE, WA 98136",1254848.05116108,199613.271103687,47.53650946,-122.39434178,POINT (-122.39434178 47.53650946),98136,1,SOUTHWEST,FAUNTLEROY
24-00101545,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/24/2024 04:52:02 PM,Find It Fix It Apps,Closed,"12701 26TH AVE NE, SEATTLE, WA 98125",1279239.84456427,266543.706850501,47.72127858,-122.30078056,POINT (-122.30078056 47.72127858),98125,5,NORTH,OLYMPIC HILLS
24-00101676,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/24/2024 08:04:32 PM,Find It Fix It Apps,Closed,"1531 12TH AVE S, SEATTLE, WA 98144",1274178.56991883,218385.306615874,47.58901122,-122.31756598,POINT (-122.31756598 47.58901122),98144,2,SOUTH,NORTH BEACON HILL
24-00102585,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/25/2024 07:19:11 PM,Find It Fix It Apps,Closed,"925 NW 49TH ST, SEATTLE, WA 98107",1261852.42474827,246056.709353149,47.6641943,-122.36974501,POINT (-122.36974501 47.6641943),98107,6,NORTH,WEST WOODLAND
24-00102906,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/26/2024 10:06:54 AM,Find It Fix It Apps,Closed,"1518 5TH AVE, SEATTLE, WA 98101",1269818.91049165,226620.516076206,47.6113518,-122.33588121,POINT (-122.33588121 47.6113518),98101,7,WEST,CENTRAL BUSINESS DISTRICT
24-00102919,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/26/2024 10:10:57 AM,Find It Fix It Apps,Closed,"1914 18TH AVE S, SEATTLE, WA 98144",1276285.51292354,217209.590010219,47.58589967,-122.30893804,POINT (-122.30893804 47.58589967),98144,2,SOUTH,NORTH BEACON HILL
24-00103037,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/26/2024 11:36:35 AM,Find It Fix It Apps,Closed,"116 S WASHINGTON ST, SEATTLE, WA 98104",1270346.75115108,222854.234933648,47.60105677,-122.33344406,POINT (-122.33344406 47.60105677),98104,1,WEST,PIONEER SQUARE
24-00103325,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/26/2024 03:13:14 PM,Find It Fix It Apps,Closed,"4618 42ND AVE S, SEATTLE, WA 98118",1283152.30947564,208030.620205394,47.5610976,-122.2804183,POINT (-122.2804183 47.5610976),98118,2,SOUTH,COLUMBIA CITY
24-00103823,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/27/2024 10:40:11 AM,Citizen Web Intake App,Closed,"219 23RD AVE, SEATTLE, WA 98122",1277958.86986976,223822.759205251,47.60411406,-122.3026702,POINT (-122.3026702 47.60411406),98122,3,EAST,MINOR
24-00103958,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/27/2024 01:25:26 PM,Find It Fix It Apps,Closed,"1805 BELLEVUE AVE, SEATTLE, WA 98122",1272029.53553315,229003.996186191,47.61800282,-122.32710828,POINT (-122.32710828 47.61800282),98122,3,EAST,BROADWAY
24-00104013,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/27/2024 02:43:00 PM,Find It Fix It Apps,Closed,"3500 S EDMUNDS ST, SEATTLE, WA 98118",1281110.1989002,207253.710125406,47.55886252,-122.28862832,POINT (-122.28862832 47.55886252),98118,2,SOUTH,COLUMBIA CITY
24-00104005,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/27/2024 02:32:55 PM,Find It Fix It Apps,Closed,"401 RAINIER AVE S, SEATTLE, WA 98144",1275077.68710664,221966.332488569,47.59887423,-122.31420231,POINT (-122.31420231 47.59887423),98144,2,WEST,INTERNATIONAL DISTRICT
24-00104298,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/28/2024 09:42:41 AM,Find It Fix It Apps,Closed,"5617 17TH AVE NW, SEATTLE, WA 98107",1259579.40962626,248232.469751967,47.67003314,-122.37914497,POINT (-122.37914497 47.67003314),98107,6,NORTH,ADAMS
24-00104330,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/28/2024 10:28:01 AM,Find It Fix It Apps,Closed,"1618 E CALHOUN ST, SEATTLE, WA 98112",1276425.49887139,237565.764547112,47.641703,-122.30995352,POINT (-122.30995352 47.641703),98112,3,EAST,MONTLAKE
24-00104377,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/28/2024 11:13:23 AM,Find It Fix It Apps,Closed,"6505 NE 65TH ST, SEATTLE, WA 98115",1289761.62441026,249511.170797591,47.67513419,-122.25676103,POINT (-122.25676103 47.67513419),98115,4,NORTH,SAND POINT
24-00104804,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 07:41:58 AM,Find It Fix It Apps,Closed,"1204 MINOR AVE, SEATTLE, WA 98101",1272454.29448421,226657.198422144,47.61159289,-122.3252019,POINT (-122.3252019 47.61159289),98101,3,EAST,FIRST HILL
24-00104830,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 08:05:09 AM,Find It Fix It Apps,Closed,"743 11TH AVE E, SEATTLE, WA 98102",1274292.54872781,232135.563013108,47.62670642,-122.31817924,POINT (-122.31817924 47.62670642),98102,3,EAST,BROADWAY
24-00104872,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 08:34:23 AM,Find It Fix It Apps,Closed,"6020 MCKINLEY PL N, SEATTLE, WA 98103",1270780.44055725,248997.993349698,47.67273911,-122.33375245,POINT (-122.33375245 47.67273911),98103,6,NORTH,WALLINGFORD
24-00105162,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 11:46:49 AM,Find It Fix It Apps,Closed -Incomplete Information,"5251 45TH AVE S, SEATTLE, WA 98118",1284005.03571518,205320.763573073,47.55371376,-122.27675933,POINT (-122.27675933 47.55371376),98118,2,SOUTH,COLUMBIA CITY
24-00105239,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 12:28:11 PM,Find It Fix It Apps,Closed,"829 NW 52ND ST, SEATTLE, WA 98107",1262415.10573328,246795.104185757,47.66624897,-122.36752169,POINT (-122.36752169 47.66624897),98107,6,NORTH,WEST WOODLAND
24-00105254,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 12:35:13 PM,Find It Fix It Apps,Closed,"1900 N 45TH ST, SEATTLE, WA 98103",1270402.3020471,244904.197340542,47.66149795,-122.33496278,POINT (-122.33496278 47.66149795),98103,4,NORTH,WALLINGFORD
24-00105438,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 02:54:16 PM,Find It Fix It Apps,Closed,"1805 BELLEVUE AVE, SEATTLE, WA 98122",1272029.53553315,229003.996186191,47.61800282,-122.32710828,POINT (-122.32710828 47.61800282),98122,3,EAST,BROADWAY
24-00105726,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/29/2024 07:01:07 PM,Find It Fix It Apps,Closed,"1235 17TH AVE E, SEATTLE, WA 98112",1276268.13683549,233902.636544408,47.63165415,-122.31030658,POINT (-122.31030658 47.63165415),98112,3,EAST,STEVENS
24-00105929,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/30/2024 08:05:06 AM,Find It Fix It Apps,Closed,"199 15TH AVE E, SEATTLE, WA 98112",1275492.49884382,229595.96863844,47.6198088,-122.31311592,POINT (-122.31311592 47.6198088),98112,3,EAST,BROADWAY
24-00105990,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/30/2024 08:55:29 AM,Find It Fix It Apps,Closed,"1802 BELLEVUE AVE, SEATTLE, WA 98122",1272187.42950562,228963.524932048,47.61790029,-122.32646501,POINT (-122.32646501 47.61790029),98122,3,EAST,BROADWAY
24-00106047,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/30/2024 09:24:44 AM,Find It Fix It Apps,Closed,"1712 BOYLSTON AVE, SEATTLE, WA 98122",1273014.58175465,228559.739480077,47.61683746,-122.32308014,POINT (-122.32308014 47.61683746),98122,3,EAST,BROADWAY
24-00106160,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/30/2024 10:22:12 AM,Find It Fix It Apps,Closed,"1805 BELLEVUE AVE, SEATTLE, WA 98122",1272029.53553315,229003.996186191,47.61800282,-122.32710828,POINT (-122.32710828 47.61800282),98122,3,EAST,BROADWAY
24-00106784,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/30/2024 05:16:18 PM,Find It Fix It Apps,Closed,"8401 MARTIN LUTHER KING JR WAY S, SEATTLE, WA 98118",1282929.94935022,195844.590167284,47.52768414,-122.28039074,POINT (-122.28039074 47.52768414),98118,2,SOUTH,SOUTH BEACON HILL
24-00106879,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,04/30/2024 07:09:11 PM,Find It Fix It Apps,Closed,"213 BROADWAY E, SEATTLE, WA 98102",1273480.1235227,229804.968037014,47.6202753,-122.32129054,POINT (-122.32129054 47.6202753),98102,3,EAST,BROADWAY
24-00107067,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/01/2024 08:00:07 AM,Find It Fix It Apps,Closed,"13128 PALATINE AVE N, SEATTLE, WA 98133",1265359.38529263,268131.953945354,47.72489237,-122.35728962,POINT (-122.35728962 47.72489237),98133,5,NORTH,BROADVIEW
24-00107236,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/01/2024 09:55:56 AM,Find It Fix It Apps,Closed,"820 N 36TH ST, SEATTLE, WA 98103",1267206.50007969,241272.889783516,47.65137302,-122.34763903,POINT (-122.34763903 47.65137302),98103,6,NORTH,FREMONT
24-00107642,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/01/2024 01:45:40 PM,Find It Fix It Apps,Closed,"6824 40TH AVE NE, SEATTLE, WA 98115",1282886.5494053,250822.830633155,47.67837743,-122.28476314,POINT (-122.28476314 47.67837743),98115,4,NORTH,VIEW RIDGE
24-00107736,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/01/2024 03:04:17 PM,Find It Fix It Apps,Closed,"7257 W GREEN LAKE DR N, SEATTLE, WA 98103",1268796.31866715,252494.451946332,47.68221643,-122.34208251,POINT (-122.34208251 47.68221643),98103,6,NORTH,GREEN LAKE
24-00107916,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/01/2024 05:24:21 PM,Find It Fix It Apps,Closed,"2721 NE 127TH ST, SEATTLE, WA 98125",1279854.96233663,266420.7732693,47.72097375,-122.29827246,POINT (-122.29827246 47.72097375),98125,5,NORTH,OLYMPIC HILLS
24-00108011,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/01/2024 07:36:20 PM,Find It Fix It Apps,Closed,"1400 LAKE WASHINGTON BLVD, SEATTLE, WA 98122",1283197.64566968,226658.631611248,47.61215942,-122.28165455,POINT (-122.28165455 47.61215942),98122,3,EAST,MADRONA
24-00108343,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 09:23:38 AM,Find It Fix It Apps,Closed,"10723 36TH AVE NE, SEATTLE, WA 98125",1281864.00773482,261348.242846014,47.70717455,-122.28972181,POINT (-122.28972181 47.70717455),98125,5,NORTH,MATTHEWS BEACH
24-00108495,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 10:46:16 AM,Find It Fix It Apps,Closed,"14 HOWE ST, SEATTLE, WA 98109",1264994.56951386,235769.487698063,47.6361688,-122.35616982,POINT (-122.35616982 47.6361688),98109,7,WEST,EAST QUEEN ANNE
24-00108740,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 01:33:38 PM,Find It Fix It Apps,Closed,"1322 15TH AVE S, SEATTLE, WA 98144",1275142.44354498,219006.122188823,47.59076376,-122.3137091,POINT (-122.3137091 47.59076376),98144,2,SOUTH,NORTH BEACON HILL
24-00108753,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 01:45:42 PM,Find It Fix It Apps,Closed,"7705 15TH AVE NW, SEATTLE, WA 98117",1260187.07572718,253839.295505015,47.6854345,-122.3771356,POINT (-122.3771356 47.6854345),98117,6,NORTH,LOYAL HEIGHTS
24-00108776,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 01:57:44 PM,Find It Fix It Apps,Closed,"1331 TERRY AVE, SEATTLE, WA 98101",1271435.75145693,226735.391578266,47.61175302,-122.32933661,POINT (-122.32933661 47.61175302),98101,3,EAST,FIRST HILL
24-00108772,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 01:55:46 PM,Find It Fix It Apps,Closed,"4000 6TH AVE S, SEATTLE, WA 98108",1271817.2107711,210722.605288748,47.5678827,-122.32653086,POINT (-122.32653086 47.5678827),98108,1,SOUTH,INDUSTRIAL DISTRICT
24-00109109,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 05:24:22 PM,Find It Fix It Apps,Closed,"3005 MOUNT SAINT HELENS PL S, SEATTLE, WA 98144",1281842.19681558,213726.935927513,47.57664356,-122.28615913,POINT (-122.28615913 47.57664356),98144,2,SOUTH,MOUNT BAKER
24-00109280,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 10:56:51 PM,Find It Fix It Apps,Closed,"1718 MELROSE AVE, SEATTLE, WA 98122",1271908.04274015,228857.438541961,47.61759464,-122.32758926,POINT (-122.32758926 47.61759464),98122,3,EAST,BROADWAY
24-00109279,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/02/2024 10:55:50 PM,Find It Fix It Apps,Closed,"1704 MELROSE AVE, SEATTLE, WA 98122",1271884.42931585,228711.113430003,47.61719231,-122.32767347,POINT (-122.32767347 47.61719231),98122,3,EAST,BROADWAY
24-00109335,Public Litter and Recycling Cans,SPU-Seattle Public Utilities,05/03/2024 07:05:34 AM,Find It Fix It Apps,Closed,"7601 AURORA AVE N, SEATTLE, WA 98103",1268160.61798913,253243.246898813,47.68423465,-122.34472244,POINT (-122.34472244 47.68423465),98103,6,NORTH,GREENWOOD
